LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1752174604.720254,216498.000,33447,3,GY,1,100,4.333
1752174604.760254,216538.000,33447,3,GY,1,100,4.333
1752174604.800254,216578.000,33447,3,GY,1,100,2.319
1752174604.840254,216618.000,33463,2,GY,1,100,0.916
1752174604.880254,216658.000,33463,2,GY,1,100,0.458
1752174604.920254,216698.000,33480,3,GY,1,100,-0.336
1752174604.960254,216738.000,33480,3,GY,1,100,0.519
1752174605.000254,216778.000,33480,3,GY,1,100,1.038
1752174605.040254,216818.000,33499,2,GY,1,100,0.519
1752174605.080254,216858.000,33499,2,GY,1,100,1.709
1752174605.120254,216898.000,33514,3,GY,1,100,3.632
1752174605.160254,216938.000,33514,3,GY,1,100,-0.305
1752174605.200254,216978.000,33514,3,GY,1,100,-3.815
1752174605.240254,217018.000,33539,5,GY,1,100,-0.214
1752174605.280254,217058.000,33539,5,GY,1,100,0.824
1752174605.320254,217098.000,33539,5,GY,1,100,0.275
1752174605.360254,217138.000,33539,5,GY,1,100,-1.221
1752174605.400254,217178.000,33539,5,GY,1,100,-3.326
1752174605.440254,217218.000,33557,2,GY,1,100,-3.571
1752174605.480254,217258.000,33557,2,GY,1,100,-3.448
1752174605.520254,217298.000,33572,3,GY,1,100,-3.784
1752174605.560254,217338.000,33572,3,GY,1,100,-3.357
1752174605.600254,217378.000,33572,3,GY,1,100,-3.876
1752174605.640254,217418.000,33589,2,GY,1,100,-4.028
1752174605.680254,217458.000,33589,2,GY,1,100,-2.075
1752174605.720254,217498.000,33606,3,GY,1,100,0.092
1752174605.760254,217538.000,33606,3,GY,1,100,3.113
1752174605.800254,217578.000,33606,3,GY,1,100,5.157
1752174605.840254,217618.000,33624,2,GY,1,100,4.791
1752174605.880254,217658.000,33624,2,GY,1,100,0.183
1752174605.920254,217698.000,33639,3,GY,1,100,-3.601
1752174605.960254,217738.000,33639,3,GY,1,100,-4.700
1752174606.000254,217778.000,33639,3,GY,1,100,-3.937
1752174606.040254,217818.000,33658,3,GY,1,100,-2.197
1752174606.080254,217858.000,33658,3,GY,1,100,-1.099
1752174606.120254,217898.000,33658,3,GY,1,100,-0.031
1752174606.160254,217938.000,33675,2,GY,1,100,0.275
1752174606.200254,217978.000,33675,2,GY,1,100,1.068
1752174606.235921,218013.667,33691,3,GY,1,100,1.740
1752174606.271587,218049.333,33691,3,GY,1,100,1.556
1752174606.307254,218085.000,33691,3,GY,1,100,3.113
1752174606.347254,218125.000,33707,2,GY,1,100,3.296
1752174606.387254,218165.000,33707,2,GY,1,100,1.190
1752174606.427254,218205.000,33725,3,GY,1,100,-1.892
1752174606.467254,218245.000,33725,3,GY,1,100,-4.242
1752174606.507254,218285.000,33725,3,GY,1,100,-4.181
1752174606.547254,218325.000,33744,2,GY,1,100,-2.777
1752174606.587254,218365.000,33744,2,GY,1,100,-0.305
1752174606.627254,218405.000,33761,3,GY,1,100,1.984
1752174606.667254,218445.000,33761,3,GY,1,100,4.486
1752174606.707254,218485.000,33761,3,GY,1,100,5.493
1752174606.747254,218525.000,33776,3,GY,1,100,4.272
1752174606.787254,218565.000,33776,3,GY,1,100,3.204
1752174606.827254,218605.000,33776,3,GY,1,100,3.723
1752174606.867254,218645.000,33792,2,GY,1,100,5.127
1752174606.907254,218685.000,33792,2,GY,1,100,5.188
1752174606.947254,218725.000,33809,3,GY,1,100,3.693
1752174606.987254,218765.000,33809,3,GY,1,100,1.709
1752174607.027254,218805.000,33809,3,GY,1,100,-0.153
1752174607.067254,218845.000,33826,2,GY,1,100,-0.427
1752174607.107254,218885.000,33826,2,GY,1,100,0.122
1752174607.147254,218925.000,33842,3,GY,1,100,0.397
1752174607.187254,218965.000,33842,3,GY,1,100,0.641
1752174607.227254,219005.000,33842,3,GY,1,100,0.549
1752174607.267254,219045.000,33861,2,GY,1,100,-0.336
1752174607.307254,219085.000,33861,2,GY,1,100,-1.648
1752174607.347254,219125.000,33879,3,GY,1,100,-2.808
