LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1752780463.516834,453943.333,7784,3,MX,1,100,-65
1752780463.557168,453983.667,7784,3,MX,1,100,-67
1752780463.597502,454024.000,7784,3,MX,1,100,-66
1752780463.637502,454064.000,7800,2,MX,1,100,-68
1752780463.677502,454104.000,7800,2,MX,1,100,-66
1752780463.717169,454143.667,7818,3,MX,1,100,-66
1752780463.756836,454183.333,7818,3,MX,1,100,-65
1752780463.796503,454223.000,7818,3,MX,1,100,-66
1752780463.836503,454263.000,7834,2,MX,1,100,-66
1752780463.876503,454303.000,7834,2,MX,1,100,-67
1752780463.916503,454343.000,7851,3,MX,1,100,-66
1752780463.956503,454383.000,7851,3,MX,1,100,-66
1752780463.996504,454423.000,7851,3,MX,1,100,-67
1752780464.032504,454459.000,7865,3,MX,1,100,-66
1752780464.068504,454495.000,7865,3,MX,1,100,-66
1752780464.104504,454531.000,7865,3,MX,1,100,-66
1752780464.144505,454571.000,7885,2,MX,1,100,-67
1752780464.184505,454611.000,7885,2,MX,1,100,-66
1752780464.224505,454651.000,7901,3,MX,1,100,-66
1752780464.264505,454691.000,7901,3,MX,1,100,-66
1752780464.304505,454731.000,7901,3,MX,1,100,-67
1752780464.344506,454771.000,7920,2,MX,1,100,-66
1752780464.384506,454811.000,7920,2,MX,1,100,-68
