LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1752617381.730548,296340.000,46083,3,MZ,1,100,-60
1752617381.770548,296380.000,46083,3,MZ,1,100,-59
1752617381.810548,296420.000,46083,3,MZ,1,100,-59
1752617381.850548,296460.000,46100,3,MZ,1,100,-59
1752617381.890548,296500.000,46100,3,MZ,1,100,-58
1752617381.930547,296540.000,46100,3,MZ,1,100,-59
1752617381.970547,296580.000,46117,2,MZ,1,100,-58
1752617382.010547,296620.000,46117,2,MZ,1,100,-61
1752617382.050547,296660.000,46135,3,MZ,1,100,-60
1752617382.090547,296700.000,46135,3,MZ,1,100,-60
1752617382.130547,296740.000,46135,3,MZ,1,100,-59
1752617382.170547,296780.000,46152,2,MZ,1,100,-59
1752617382.210546,296820.000,46152,2,MZ,1,100,-59
1752617382.250546,296860.000,46171,3,MZ,1,100,-60
1752617382.290546,296900.000,46171,3,MZ,1,100,-59
1752617382.330546,296940.000,46171,3,MZ,1,100,-59
1752617382.370546,296980.000,46186,2,MZ,1,100,-58
1752617382.410546,297020.000,46186,2,MZ,1,100,-60
1752617382.450546,297060.000,46202,3,MZ,1,100,-59
1752617382.490545,297100.000,46202,3,MZ,1,100,-60
1752617382.530545,297140.000,46202,3,MZ,1,100,-60
1752617382.570545,297180.000,46225,4,MZ,1,100,-59
1752617382.610545,297220.000,46225,4,MZ,1,100,-61
1752617382.650545,297260.000,46225,4,MZ,1,100,-59
1752617382.690545,297300.000,46225,4,MZ,1,100,-61
1752617382.730545,297340.000,46243,3,MZ,1,100,-60
1752617382.770544,297380.000,46243,3,MZ,1,100,-60
1752617382.810544,297420.000,46243,3,MZ,1,100,-60
1752617382.850544,297460.000,46262,2,MZ,1,100,-60
1752617382.890544,297500.000,46262,2,MZ,1,100,-60
1752617382.930544,297540.000,46279,3,MZ,1,100,-60
1752617382.970544,297580.000,46279,3,MZ,1,100,-61
1752617383.010544,297620.000,46279,3,MZ,1,100,-58
1752617383.050543,297660.000,46295,2,MZ,1,100,-60
1752617383.090543,297700.000,46295,2,MZ,1,100,-59
1752617383.130543,297740.000,46310,3,MZ,1,100,-58
1752617383.170543,297780.000,46310,3,MZ,1,100,-59
1752617383.210543,297820.000,46310,3,MZ,1,100,-59
1752617383.251043,297860.500,46328,2,MZ,1,100,-59
1752617383.291543,297901.000,46328,2,MZ,1,100,-59
1752617383.331209,297940.667,46344,3,MZ,1,100,-59
1752617383.370876,297980.333,46344,3,MZ,1,100,-61
1752617383.410542,298020.000,46344,3,MZ,1,100,-59
1752617383.450542,298060.000,46360,2,MZ,1,100,-59
1752617383.490542,298100.000,46360,2,MZ,1,100,-59
1752617383.530542,298140.000,46378,3,MZ,1,100,-60
1752617383.570542,298180.000,46378,3,MZ,1,100,-60
1752617383.610541,298220.000,46378,3,MZ,1,100,-59
1752617383.645875,298255.333,46395,3,MZ,1,100,-58
1752617383.681208,298290.667,46395,3,MZ,1,100,-59
1752617383.716541,298326.000,46395,3,MZ,1,100,-59
1752617383.756541,298366.000,46411,2,MZ,1,100,-60
1752617383.796541,298406.000,46411,2,MZ,1,100,-60
1752617383.836541,298446.000,46429,3,MZ,1,100,-59
1752617383.876541,298486.000,46429,3,MZ,1,100,-59
1752617383.916540,298526.000,46429,3,MZ,1,100,-59
1752617383.956540,298566.000,46443,2,MZ,1,100,-60
1752617383.996540,298606.000,46443,2,MZ,1,100,-59
1752617384.036540,298646.000,46460,3,MZ,1,100,-59
1752617384.076540,298686.000,46460,3,MZ,1,100,-59
1752617384.116540,298726.000,46460,3,MZ,1,100,-59
1752617384.156540,298766.000,46476,3,MZ,1,100,-59
1752617384.196539,298806.000,46476,3,MZ,1,100,-59
1752617384.236539,298846.000,46476,3,MZ,1,100,-59
1752617384.276539,298886.000,46494,2,MZ,1,100,-61
1752617384.316539,298926.000,46494,2,MZ,1,100,-59
1752617384.356539,298966.000,46508,3,MZ,1,100,-59
1752617384.396539,299006.000,46508,3,MZ,1,100,-59
1752617384.436539,299046.000,46508,3,MZ,1,100,-59
