LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1752703231.851529,510535.000,16274,2,MX,1,100,-112
1752703231.891529,510575.000,16289,3,MX,1,100,-111
1752703231.931529,510615.000,16289,3,MX,1,100,-112
1752703231.971529,510655.000,16289,3,MX,1,100,-111
1752703232.011529,510695.000,16305,2,MX,1,100,-112
1752703232.051530,510735.000,16305,2,MX,1,100,-112
1752703232.091530,510775.000,16322,3,MX,1,100,-112
1752703232.131530,510815.000,16322,3,MX,1,100,-111
1752703232.171530,510855.000,16322,3,MX,1,100,-112
1752703232.211530,510895.000,16341,2,MX,1,100,-112
1752703232.251530,510935.000,16341,2,MX,1,100,-112
1752703232.291530,510975.000,16359,3,MX,1,100,-112
1752703232.331530,511015.000,16359,3,MX,1,100,-112
1752703232.371530,511055.000,16359,3,MX,1,100,-112
1752703232.411530,511095.000,16376,2,MX,1,100,-112
1752703232.451530,511135.000,16376,2,MX,1,100,-112
1752703232.491531,511175.000,16394,3,MX,1,100,-112
1752703232.531531,511215.000,16394,3,MX,1,100,-111
1752703232.571531,511255.000,16394,3,MX,1,100,-112
1752703232.611531,511295.000,16410,2,MX,1,100,-111
1752703232.651531,511335.000,16410,2,MX,1,100,-112
1752703232.691531,511375.000,16427,3,MX,1,100,-112
1752703232.731531,511415.000,16427,3,MX,1,100,-112
1752703232.771531,511455.000,16427,3,MX,1,100,-112
1752703232.811531,511495.000,16442,2,MX,1,100,-111
1752703232.851531,511535.000,16442,2,MX,1,100,-111
1752703232.891531,511575.000,16461,3,MX,1,100,-111
1752703232.931532,511615.000,16461,3,MX,1,100,-112
1752703232.971532,511655.000,16461,3,MX,1,100,-112
1752703233.011532,511695.000,16477,3,MX,1,100,-111
1752703233.051532,511735.000,16477,3,MX,1,100,-112
1752703233.091532,511775.000,16477,3,MX,1,100,-112
1752703233.131532,511815.000,16497,2,MX,1,100,-111
1752703233.171532,511855.000,16497,2,MX,1,100,-111
1752703233.211532,511895.000,16513,3,MX,1,100,-111
1752703233.251532,511935.000,16513,3,MX,1,100,-114
1752703233.291532,511975.000,16513,3,MX,1,100,-112
1752703233.331533,512015.000,16530,2,MX,1,100,-112
1752703233.371533,512055.000,16530,2,MX,1,100,-111
1752703233.411533,512095.000,16546,3,MX,1,100,-113
1752703233.451533,512135.000,16546,3,MX,1,100,-111
1752703233.491533,512175.000,16546,3,MX,1,100,-112
1752703233.531533,512215.000,16566,2,MX,1,100,-113
1752703233.571533,512255.000,16566,2,MX,1,100,-112
1752703233.611533,512295.000,16580,3,MX,1,100,-112
1752703233.651533,512335.000,16580,3,MX,1,100,-112
1752703233.691533,512375.000,16580,3,MX,1,100,-112
1752703233.731533,512415.000,16599,2,MX,1,100,-112
1752703233.771534,512455.000,16599,2,MX,1,100,-111
1752703233.811534,512495.000,16616,3,MX,1,100,-111
1752703233.851534,512535.000,16616,3,MX,1,100,-112
1752703233.891534,512575.000,16616,3,MX,1,100,-112
1752703233.931534,512615.000,16633,2,MX,1,100,-111
1752703233.971534,512655.000,16633,2,MX,1,100,-111
1752703234.011534,512695.000,16647,3,MX,1,100,-112
1752703234.051534,512735.000,16647,3,MX,1,100,-112
1752703234.091534,512775.000,16647,3,MX,1,100,-112
1752703234.131534,512815.000,16667,3,MX,1,100,-111
1752703234.171534,512855.000,16667,3,MX,1,100,-112
1752703234.211535,512895.000,16667,3,MX,1,100,-112
1752703234.251535,512935.000,16683,2,MX,1,100,-112
1752703234.291535,512975.000,16683,2,MX,1,100,-111
1752703234.331535,513015.000,16700,3,MX,1,100,-111
1752703234.371535,513055.000,16700,3,MX,1,100,-112
1752703234.411535,513095.000,16700,3,MX,1,100,-111
1752703234.451535,513135.000,16719,2,MX,1,100,-112
1752703234.491535,513175.000,16719,2,MX,1,100,-112
1752703234.531535,513215.000,16736,3,MX,1,100,-112
1752703234.571535,513255.000,16736,3,MX,1,100,-111
1752703234.611535,513295.000,16736,3,MX,1,100,-112
1752703234.651536,513335.000,16752,2,MX,1,100,-112
1752703234.691536,513375.000,16752,2,MX,1,100,-112
1752703234.731536,513415.000,16771,3,MX,1,100,-111
1752703234.771536,513455.000,16771,3,MX,1,100,-113
1752703234.811536,513495.000,16771,3,MX,1,100,-112
1752703234.851536,513535.000,16788,2,MX,1,100,-111
1752703234.891536,513575.000,16788,2,MX,1,100,-112
1752703234.931536,513615.000,16803,3,MX,1,100,-111
1752703234.971536,513655.000,16803,3,MX,1,100,-112
1752703235.011536,513695.000,16803,3,MX,1,100,-111
1752703235.051536,513735.000,16819,2,MX,1,100,-111
1752703235.091537,513775.000,16819,2,MX,1,100,-112
1752703235.131537,513815.000,16841,3,MX,1,100,-112
1752703235.171537,513855.000,16841,3,MX,1,100,-111
1752703235.211537,513895.000,16841,3,MX,1,100,-112
1752703235.251537,513935.000,16862,3,MX,1,100,-112
1752703235.291537,513975.000,16862,3,MX,1,100,-112
1752703235.331537,514015.000,16862,3,MX,1,100,-112
1752703235.365037,514048.500,16877,2,MX,1,100,-112
1752703235.398537,514082.000,16877,2,MX,1,100,-112
1752703235.438537,514122.000,16896,3,MX,1,100,-111
1752703235.478537,514162.000,16896,3,MX,1,100,-112
1752703235.518538,514202.000,16896,3,MX,1,100,-112
1752703235.558538,514242.000,16913,3,MX,1,100,-112
1752703235.598538,514282.000,16913,3,MX,1,100,-111
1752703235.638538,514322.000,16913,3,MX,1,100,-113
1752703235.678538,514362.000,16931,2,MX,1,100,-111
1752703235.718538,514402.000,16931,2,MX,1,100,-112
