LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1752622333.159575,145106.000,21666,2,AY,1,100,0.008
1752622333.199575,145146.000,21687,3,AY,1,100,0.004
1752622333.239575,145186.000,21687,3,AY,1,100,-0.005
1752622333.279576,145226.000,21687,3,AY,1,100,-0.009
1752622333.319576,145266.000,21704,2,AY,1,100,-0.003
1752622333.359576,145306.000,21704,2,AY,1,100,-0.002
1752622333.399577,145346.000,21720,3,AY,1,100,-0.002
1752622333.439577,145386.000,21720,3,AY,1,100,-0.009
1752622333.479577,145426.000,21720,3,AY,1,100,-0.015
1752622333.519578,145466.000,21736,2,AY,1,100,-0.008
1752622333.559578,145506.000,21736,2,AY,1,100,-0.009
1752622333.599578,145546.000,21752,3,AY,1,100,-0.014
1752622333.639579,145586.000,21752,3,AY,1,100,-0.016
1752622333.679579,145626.000,21752,3,AY,1,100,-0.015
1752622333.719579,145666.000,21769,2,AY,1,100,-0.013
1752622333.759579,145706.000,21769,2,AY,1,100,-0.010
1752622333.799580,145746.000,21790,3,AY,1,100,-0.015
1752622333.839580,145786.000,21790,3,AY,1,100,-0.016
1752622333.879580,145826.000,21790,3,AY,1,100,-0.017
1752622333.919581,145866.000,21805,2,AY,1,100,-0.016
1752622333.959581,145906.000,21805,2,AY,1,100,-0.015
1752622333.999581,145946.000,21821,3,AY,1,100,-0.020
1752622334.039582,145986.000,21821,3,AY,1,100,-0.010
1752622334.079582,146026.000,21821,3,AY,1,100,-0.024
1752622334.119582,146066.000,21838,3,AY,1,100,-0.012
1752622334.159583,146106.000,21838,3,AY,1,100,-0.011
1752622334.199583,146146.000,21838,3,AY,1,100,-0.015
1752622334.239583,146186.000,21855,2,AY,1,100,-0.011
1752622334.279584,146226.000,21855,2,AY,1,100,-0.013
1752622334.319584,146266.000,21870,3,AY,1,100,-0.008
1752622334.359584,146306.000,21870,3,AY,1,100,0.001
1752622334.399584,146346.000,21870,3,AY,1,100,0.000
1752622334.439585,146386.000,21890,2,AY,1,100,-0.000
1752622334.479585,146426.000,21890,2,AY,1,100,-0.016
1752622334.519585,146466.000,21908,3,AY,1,100,-0.010
1752622334.559586,146506.000,21908,3,AY,1,100,-0.007
1752622334.599586,146546.000,21908,3,AY,1,100,-0.006
1752622334.639586,146586.000,21924,2,AY,1,100,-0.009
1752622334.679587,146626.000,21924,2,AY,1,100,-0.006
