LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1752784453.909934,339223.000,53049,2,GZ,1,100,0.763
1752784453.949934,339263.000,53066,3,GZ,1,100,0.519
1752784453.989935,339303.000,53066,3,GZ,1,100,-0.366
1752784454.029935,339343.000,53066,3,GZ,1,100,-0.702
1752784454.069936,339383.000,53084,2,GZ,1,100,-0.275
1752784454.109936,339423.000,53084,2,GZ,1,100,-0.183
1752784454.149936,339463.000,53101,3,GZ,1,100,-0.061
1752784454.189937,339503.000,53101,3,GZ,1,100,-0.458
1752784454.229937,339543.000,53101,3,GZ,1,100,-0.488
1752784454.269937,339583.000,53120,2,GZ,1,100,0.122
1752784454.309938,339623.000,53120,2,GZ,1,100,-0.275
1752784454.349938,339663.000,53137,3,GZ,1,100,-0.916
1752784454.389938,339703.000,53137,3,GZ,1,100,-0.092
1752784454.429939,339743.000,53137,3,GZ,1,100,0.732
1752784454.469939,339783.000,53154,2,GZ,1,100,0.519
1752784454.509939,339823.000,53154,2,GZ,1,100,1.129
1752784454.549940,339863.000,53171,3,GZ,1,100,0.916
1752784454.589940,339903.000,53171,3,GZ,1,100,0.427
1752784454.629940,339943.000,53171,3,GZ,1,100,1.801
1752784454.669941,339983.000,53185,2,GZ,1,100,1.648
1752784454.709941,340023.000,53185,2,GZ,1,100,1.190
1752784454.749942,340063.000,53203,3,GZ,1,100,1.923
1752784454.789942,340103.000,53203,3,GZ,1,100,1.801
1752784454.829942,340143.000,53203,3,GZ,1,100,1.740
1752784454.869943,340183.000,53221,3,GZ,1,100,1.587
1752784454.909943,340223.000,53221,3,GZ,1,100,1.068
1752784454.949943,340263.000,53221,3,GZ,1,100,0.671
1752784454.989944,340303.000,53238,2,GZ,1,100,0.793
1752784455.029944,340343.000,53238,2,GZ,1,100,1.434
1752784455.069944,340383.000,53252,3,GZ,1,100,1.038
1752784455.109945,340423.000,53252,3,GZ,1,100,0.153
1752784455.149945,340463.000,53252,3,GZ,1,100,2.350
1752784455.189945,340503.000,53272,2,GZ,1,100,3.815
1752784455.229946,340543.000,53272,2,GZ,1,100,2.441
1752784455.269946,340583.000,53288,3,GZ,1,100,-0.244
1752784455.309946,340623.000,53288,3,GZ,1,100,-1.984
1752784455.349947,340663.000,53288,3,GZ,1,100,-1.343
1752784455.389947,340703.000,53305,2,GZ,1,100,-0.183
1752784455.429947,340743.000,53305,2,GZ,1,100,0.763
1752784455.469948,340783.000,53322,3,GZ,1,100,1.556
1752784455.509948,340823.000,53322,3,GZ,1,100,0.793
1752784455.549949,340863.000,53322,3,GZ,1,100,0.153
1752784455.589949,340903.000,53339,2,GZ,1,100,1.129
1752784455.629949,340943.000,53339,2,GZ,1,100,1.129
1752784455.669950,340983.000,53355,3,GZ,1,100,0.488
1752784455.709950,341023.000,53355,3,GZ,1,100,1.495
1752784455.749950,341063.000,53355,3,GZ,1,100,1.160
1752784455.789951,341103.000,53373,2,GZ,1,100,0.275
1752784455.829951,341143.000,53373,2,GZ,1,100,0.519
1752784455.869951,341183.000,53389,3,GZ,1,100,0.702
1752784455.909952,341223.000,53389,3,GZ,1,100,0.397
1752784455.949952,341263.000,53389,3,GZ,1,100,0.336
1752784455.989952,341303.000,53406,2,GZ,1,100,0.336
1752784456.029953,341343.000,53406,2,GZ,1,100,0.854
1752784456.069953,341383.000,53426,3,GZ,1,100,0.885
1752784456.109953,341423.000,53426,3,GZ,1,100,0.885
1752784456.149954,341463.000,53426,3,GZ,1,100,0.366
1752784456.189954,341503.000,53444,2,GZ,1,100,-0.244
1752784456.229955,341543.000,53444,2,GZ,1,100,0.366
1752784456.269955,341583.000,53458,3,GZ,1,100,0.519
1752784456.309955,341623.000,53458,3,GZ,1,100,0.427
1752784456.349956,341663.000,53458,3,GZ,1,100,-0.671
1752784456.389623,341702.667,53475,3,GZ,1,100,-0.580
1752784456.429290,341742.333,53475,3,GZ,1,100,0.092
1752784456.468957,341782.000,53475,3,GZ,1,100,0.153
1752784456.508957,341822.000,53492,2,GZ,1,100,-0.244
1752784456.548957,341862.000,53492,2,GZ,1,100,-0.793
1752784456.588958,341902.000,53511,3,GZ,1,100,-1.160
1752784456.628958,341942.000,53511,3,GZ,1,100,-0.397
1752784456.668958,341982.000,53511,3,GZ,1,100,0.336
1752784456.708959,342022.000,53528,2,GZ,1,100,0.336
1752784456.748959,342062.000,53528,2,GZ,1,100,0.214
1752784456.788959,342102.000,53547,3,GZ,1,100,-0.061
1752784456.828960,342142.000,53547,3,GZ,1,100,0.092
1752784456.868960,342182.000,53547,3,GZ,1,100,0.488
1752784456.908960,342222.000,53563,2,GZ,1,100,0.214
1752784456.948961,342262.000,53563,2,GZ,1,100,0.366
1752784456.988961,342302.000,53580,3,GZ,1,100,0.977
1752784457.028962,342342.000,53580,3,GZ,1,100,0.702
1752784457.068962,342382.000,53580,3,GZ,1,100,0.122
1752784457.108962,342422.000,53597,2,GZ,1,100,-0.031
1752784457.148963,342462.000,53597,2,GZ,1,100,0.519
1752784457.188963,342502.000,53612,3,GZ,1,100,0.336
1752784457.228963,342542.000,53612,3,GZ,1,100,0.061
1752784457.268964,342582.000,53612,3,GZ,1,100,0.488
1752784457.308964,342622.000,53628,2,GZ,1,100,0.610
1752784457.348964,342662.000,53628,2,GZ,1,100,0.519
1752784457.388965,342702.000,53653,4,GZ,1,100,0.946
1752784457.428965,342742.000,53653,4,GZ,1,100,0.885
1752784457.468965,342782.000,53653,4,GZ,1,100,0.702
1752784457.508966,342822.000,53653,4,GZ,1,100,0.671
1752784457.548966,342862.000,53669,3,GZ,1,100,0.610
1752784457.588966,342902.000,53669,3,GZ,1,100,0.275
